IR,QC,QD,Tavg,Tmin,Tmax,chargetime,cycle,battery_id,cycle_life,C1,Q1,C2
0.01663268,1.0764092,1.0766066,31.571688145756475,29.350309,35.235664,13.343013333333268,35.0,b1c0,1190.0,3.6,80.0,3.6
0.016625162,1.0765214,1.076661,31.579712059397032,29.325739,35.260101,13.425484999999751,36.0,b1c0,1190.0,3.6,80.0,3.6
0.016602948,1.0765092,1.0766382,31.473368785392186,29.201336,35.136036,13.341066666666302,37.0,b1c0,1190.0,3.6,80.0,3.6
0.016602872,1.0765126,1.0766717,31.471091381672583,29.242462,35.393112,13.341919999999906,38.0,b1c0,1190.0,3.6,80.0,3.6
0.016581442,1.0765518,1.0766507,31.56527386050719,29.212128,35.26786,13.425228333333022,39.0,b1c0,1190.0,3.6,80.0,3.6
0.016590878,1.0765756,1.0767151,31.562168991928303,29.205654,35.238396,13.342238333333322,40.0,b1c0,1190.0,3.6,80.0,3.6
0.016559757,1.076576,1.0766989,31.54893319642851,29.21929,35.310982,13.340851666666762,41.0,b1c0,1190.0,3.6,80.0,3.6
0.016573889,1.0764952,1.0766598,31.59745720145851,29.238398,35.424267,13.341250000000096,42.0,b1c0,1190.0,3.6,80.0,3.6
0.016602637,1.0764656,1.0766748,31.58064426630442,29.266811,35.353485,13.425753333333706,43.0,b1c0,1190.0,3.6,80.0,3.6
0.016602065,1.0720551,1.0768414,31.572610601429812,29.31262,35.307877,13.407648333333295,44.0,b1c0,1190.0,3.6,80.0,3.6
0.016606055,1.0754313,1.0766555,31.59582621453912,29.342947,35.441296,13.3576033333331,45.0,b1c0,1190.0,3.6,80.0,3.6
0.016631251,1.0765792,1.0766659,31.633069884341587,29.447943,35.351688,13.425145000000096,46.0,b1c0,1190.0,3.6,80.0,3.6
0.016629409,1.0759525,1.0766661,31.6730774777475,29.401375,35.455856,13.427131666666536,47.0,b1c0,1190.0,3.6,80.0,3.6
0.016618473,1.075521,1.0743055,31.670769690812737,29.550148,35.439571,13.44453166666693,48.0,b1c0,1190.0,3.6,80.0,3.6
0.016619267,1.076604,1.0768253,31.64981431960607,29.412422,35.43576,13.341086666666769,49.0,b1c0,1190.0,3.6,80.0,3.6
0.016621681,1.0766364,1.0767562,31.62065363546356,29.474648,35.352997,13.341835000000234,50.0,b1c0,1190.0,3.6,80.0,3.6
0.016628899,1.0765935,1.0767081,31.6274709963866,29.535851,35.267384,13.42596500000024,51.0,b1c0,1190.0,3.6,80.0,3.6
0.016593309,1.0765553,1.076677,31.582648144534723,29.41398,35.174698,13.426603333333333,52.0,b1c0,1190.0,3.6,80.0,3.6
0.016593125,1.0765204,1.0767009,31.471261711293284,29.303085,35.118328,13.426193333333746,53.0,b1c0,1190.0,3.6,80.0,3.6
0.016602203,1.0765289,1.076785,31.475482243243224,29.154831,35.140877,13.425655000000068,54.0,b1c0,1190.0,3.6,80.0,3.6
0.016603146,1.0765325,1.076645,31.499562125673112,29.188543,35.191639,13.425960000000002,55.0,b1c0,1190.0,3.6,80.0,3.6
0.016607363,1.0764958,1.0766542,31.483203643688448,29.118252,35.200359,13.341023333333336,56.0,b1c0,1190.0,3.6,80.0,3.6
0.016602928,1.0764444,1.0753976,31.49624710578661,29.102291,35.338074,13.341156666666697,57.0,b1c0,1190.0,3.6,80.0,3.6
0.016609881,1.0764468,1.0765858,31.52172061353517,29.121517,35.403072,13.34421166666628,58.0,b1c0,1190.0,3.6,80.0,3.6
0.01662297,1.0763268,1.0752628,31.481119538188267,29.130945,35.317291,13.427295000000353,59.0,b1c0,1190.0,3.6,80.0,3.6
0.016619831,1.0765423,1.0767044,31.731754057971127,29.479713,35.573944,13.430048333333495,60.0,b1c0,1190.0,3.6,80.0,3.6
0.016538627,1.0767449,1.0769024,32.09696574529143,29.907377,35.861553,13.344998333333448,61.0,b1c0,1190.0,3.6,80.0,3.6
0.01647264,1.0768999,1.0770562,32.28574128255086,30.073803,35.994705,13.341025000000082,62.0,b1c0,1190.0,3.6,80.0,3.6
0.016443744,1.0758786,1.0770824,32.266433526362,30.039148,35.950111,13.358034999999896,63.0,b1c0,1190.0,3.6,80.0,3.6
0.01644614,1.0768579,1.0769807,32.05738645685734,29.805275,35.511589,13.341183333333174,64.0,b1c0,1190.0,3.6,80.0,3.6
0.016629677,1.0758302,1.0765196,31.57762620267861,29.388458,35.368713,13.426228333332984,65.0,b1c0,1190.0,3.6,80.0,3.6
0.016646057,1.0758365,1.0765632,31.56093403683731,29.38225,35.361839,13.424510000000009,66.0,b1c0,1190.0,3.6,80.0,3.6
0.0166522,1.0758048,1.0766724,31.526209980197997,29.361019,35.214684,13.340823333333535,67.0,b1c0,1190.0,3.6,80.0,3.6
0.016614987,1.0764037,1.0765343,31.589307872972924,29.38896,35.239826,13.341328333333273,68.0,b1c0,1190.0,3.6,80.0,3.6
0.016603788,1.0764031,1.0766476,31.56742495212282,29.352266,35.256172,13.425778333333437,69.0,b1c0,1190.0,3.6,80.0,3.6
0.016613714,1.0763655,1.0766002,31.57702167927928,29.237324,35.303307,13.341714999999386,70.0,b1c0,1190.0,3.6,80.0,3.6
0.016591648,1.0763476,1.0753345,31.55700988315224,29.274908,35.368244,13.4270333333329,71.0,b1c0,1190.0,3.6,80.0,3.6
0.016613971,1.0762949,1.0763972,31.601973795148247,29.239742,35.447559,13.341746666666586,72.0,b1c0,1190.0,3.6,80.0,3.6
0.016596962,1.0762441,1.07514,31.630672206648743,29.209669,35.428234,13.427223333334162,73.0,b1c0,1190.0,3.6,80.0,3.6
0.016614793,1.0751741,1.0763736,31.62339724430828,29.203033,35.456741,13.358849999999316,74.0,b1c0,1190.0,3.6,80.0,3.6
0.016633034,1.0761602,1.0762513,31.58299365267853,29.172277,35.43121,13.34010333333281,75.0,b1c0,1190.0,3.6,80.0,3.6
0.016644798,1.0761617,1.0763264,31.616040595575207,29.228901,35.595509,13.341821666666268,76.0,b1c0,1190.0,3.6,80.0,3.6
0.016658476,1.0760859,1.0762902,31.577171317604368,29.271099,35.477268,13.345241666666698,77.0,b1c0,1190.0,3.6,80.0,3.6
0.016679611,1.0758249,1.0763192,31.55356431694472,29.295513,35.389824,13.426500000000429,78.0,b1c0,1190.0,3.6,80.0,3.6
0.016667157,1.0760643,1.0762045,31.56954634999997,29.333847,35.402496,13.42509166666617,79.0,b1c0,1190.0,3.6,80.0,3.6
0.016683301,1.0761299,1.0762365,31.53051338571417,29.352417,35.370975,13.426871666666312,80.0,b1c0,1190.0,3.6,80.0,3.6
0.016681612,1.076085,1.0762444,31.518574817029013,29.335575,35.33733,13.426986666666926,81.0,b1c0,1190.0,3.6,80.0,3.6
0.016671911,1.0761567,1.0761995,31.52693188117955,29.330212,35.307102,13.425126666666864,82.0,b1c0,1190.0,3.6,80.0,3.6
0.016673397,1.0760849,1.0761882,31.479588027728106,29.245579,35.204979,13.34269333333359,83.0,b1c0,1190.0,3.6,80.0,3.6
0.016668409,1.0750401,1.0762265,31.49053318749999,29.308577,35.233223,13.357466666667218,84.0,b1c0,1190.0,3.6,80.0,3.6
0.016641073,1.0747057,1.0763329,31.476273357267985,29.219269,35.271553,13.442350000000442,85.0,b1c0,1190.0,3.6,80.0,3.6
0.016650965,1.0761027,1.0760512,31.52863617132549,29.226025,35.333958,13.341596666666252,86.0,b1c0,1190.0,3.6,80.0,3.6
0.016624492,1.0760133,1.0762264,31.510697337899572,29.144773,35.274235,13.425973333333967,87.0,b1c0,1190.0,3.6,80.0,3.6
0.016655143,1.0760144,1.076053,31.46130241719452,29.118731,35.305992,13.424228333332575,88.0,b1c0,1190.0,3.6,80.0,3.6
0.016640818,1.0759495,1.0749464,31.526110412655907,29.1287,35.349518,13.340766666666603,89.0,b1c0,1190.0,3.6,80.0,3.6
0.016659595,1.0759265,1.0761249,31.53868829528985,29.164095,35.454964,13.341036666666817,90.0,b1c0,1190.0,3.6,80.0,3.6
0.016659312,1.075608,1.0760405,31.554677546762584,29.157156,35.466129,13.341866666666466,91.0,b1c0,1190.0,3.6,80.0,3.6
0.016658721,1.0758345,1.0748079,31.563948965485885,29.262199,35.478794,13.427616666666776,92.0,b1c0,1190.0,3.6,80.0,3.6
0.016683126,1.0758312,1.0759902,31.54121852650182,29.170433,35.363525,13.425455000000268,93.0,b1c0,1190.0,3.6,80.0,3.6
0.016674941,1.0758066,1.0758985,31.574045457777743,29.276695,35.452133,13.34087666666698,94.0,b1c0,1190.0,3.6,80.0,3.6
0.016697964,1.0757412,1.0758245,31.566971697416967,29.317274,35.386295,13.425788333332942,95.0,b1c0,1190.0,3.6,80.0,3.6
0.0166901,1.0756656,1.0758753,31.51917026210042,29.271948,35.358341,13.425608333333123,96.0,b1c0,1190.0,3.6,80.0,3.6
0.016677959,1.0756727,1.0758419,31.528216985650214,29.279968,35.35358,13.34181333333254,97.0,b1c0,1190.0,3.6,80.0,3.6
0.016689988,1.075615,1.0759112,31.499989871908134,29.252008,35.342964,13.341104999999516,98.0,b1c0,1190.0,3.6,80.0,3.6
0.016680306,1.0756218,1.0758784,31.5382938929219,29.227882,35.381123,13.341771666666803,99.0,b1c0,1190.0,3.6,80.0,3.6
0.016667154,1.075726,1.0759126,31.58271535545448,29.254869,35.424797,13.340761666667335,100.0,b1c0,1190.0,3.6,80.0,3.6
0.016649913,1.0753505,1.0758415,31.55912176042588,29.237028,35.36285,13.342673333333613,101.0,b1c0,1190.0,3.6,80.0,3.6
0.016635951,1.0749074,1.0757886,31.60683999078344,29.223787,35.540737,13.34219166666735,102.0,b1c0,1190.0,3.6,80.0,3.6
0.017038831,1.0750588,1.0753012,31.668844081576545,29.853098,34.307796,13.426056666666652,2.0,b1c1,1179.0,3.6,80.0,3.6
0.017009802,1.0764499,1.0766124,31.72273993923145,29.857759,34.418705,13.341520000000006,3.0,b1c1,1179.0,3.6,80.0,3.6
0.016928403,1.0771132,1.0772982,31.74825823703707,30.133654,34.707664,13.425829999999982,4.0,b1c1,1179.0,3.6,80.0,3.6
0.016915262,1.0777587,1.0781505,31.77312162200526,29.960548,34.595493,13.426093333333364,5.0,b1c1,1179.0,3.6,80.0,3.6
0.016859178,1.0783504,1.078544,31.767231353211084,30.106787,34.626579,13.426250000000012,6.0,b1c1,1179.0,3.6,80.0,3.6
0.016852375,1.0788049,1.0789695,31.712690634301303,29.848293,34.447521,13.42596333333331,7.0,b1c1,1179.0,3.6,80.0,3.6
0.016839281,1.0791525,1.07938,31.714302966549216,29.871897,34.310184,13.426071666666695,8.0,b1c1,1179.0,3.6,80.0,3.6
0.016874602,1.0793617,1.0795895,31.673564417582405,29.99555,34.489933,13.341719999999986,9.0,b1c1,1179.0,3.6,80.0,3.6
0.016867684,1.0795659,1.0797766,31.66595642236018,30.065199,34.358963,13.42640666666666,10.0,b1c1,1179.0,3.6,80.0,3.6
0.01688916,1.0797709,1.0800153,31.601958674796776,29.791494,34.46941,13.426091666666617,11.0,b1c1,1179.0,3.6,80.0,3.6
0.016849255,1.0791099,1.0823009,31.590686027548127,29.823479,34.495018,13.426081666666626,13.0,b1c1,1179.0,3.6,80.0,3.6
0.016842199,1.0804566,1.0819396,31.50268427650171,29.696899,34.43034,13.341535000000052,14.0,b1c1,1179.0,3.6,80.0,3.6
0.016924184,1.0809183,1.0818352,31.23530761461186,29.476723,33.824818,13.425685000000035,15.0,b1c1,1179.0,3.6,80.0,3.6
0.01685242,1.0812497,1.0819743,31.21625401203707,29.462755,33.771145,13.341183333333417,16.0,b1c1,1179.0,3.6,80.0,3.6
0.01684615,1.0814323,1.0820032,31.225308760948984,29.322411,33.882912,13.3414916666666,17.0,b1c1,1179.0,3.6,80.0,3.6
0.016867276,1.0815635,1.0819749,31.30198845117529,29.410753,33.919044,13.34121166666664,18.0,b1c1,1179.0,3.6,80.0,3.6
0.016879793,1.081516,1.0818729,31.292833855847707,29.24111,34.371075,13.341374999999973,19.0,b1c1,1179.0,3.6,80.0,3.6
0.016865704,1.081542,1.0818582,31.356249729754325,29.244019,34.231895,13.34181166666652,20.0,b1c1,1179.0,3.6,80.0,3.6
0.016848492,1.0816178,1.0818721,31.27763019207056,29.339848,34.072666,13.341540000000046,21.0,b1c1,1179.0,3.6,80.0,3.6
0.016865563,1.0816784,1.0819227,31.348538161347484,29.400738,34.101273,13.425868333333346,22.0,b1c1,1179.0,3.6,80.0,3.6
0.016898695,1.0817027,1.0819179,31.359074997214464,29.510458,34.251583,13.425950000000013,23.0,b1c1,1179.0,3.6,80.0,3.6
0.016915269,1.0818021,1.0820436,31.37927710971213,29.569324,34.340435,13.341783333333296,24.0,b1c1,1179.0,3.6,80.0,3.6
0.016898235,1.0818515,1.0820177,31.388686044343963,29.556892,34.349102,13.425841666666626,25.0,b1c1,1179.0,3.6,80.0,3.6
0.016927879,1.0819179,1.0820863,31.377908296,29.582666,34.200966,13.425928333333284,26.0,b1c1,1179.0,3.6,80.0,3.6
0.016943928,1.0819485,1.0821023,31.33365510332436,29.60033,34.081303,13.341041666666811,27.0,b1c1,1179.0,3.6,80.0,3.6
0.016916716,1.0818509,1.0820186,31.297650786425265,29.729218,33.98497,13.425700000000022,28.0,b1c1,1179.0,3.6,80.0,3.6
0.016921116,1.0818087,1.0819744,31.201734129148026,29.322596,33.94096,13.3412516666666,29.0,b1c1,1179.0,3.6,80.0,3.6
0.016912661,1.0818278,1.081928,31.16074336058129,29.487072,33.869808,13.341134999999973,30.0,b1c1,1179.0,3.6,80.0,3.6
0.016881937,1.0818098,1.0819486,31.19230094712432,29.398109,33.97496,13.425588333333144,31.0,b1c1,1179.0,3.6,80.0,3.6
0.016897265,1.0817567,1.0819107,31.162734630952382,29.340395,33.819191,13.341533333333064,32.0,b1c1,1179.0,3.6,80.0,3.6
0.016909005,1.0817947,1.081911,31.17611429835764,29.467905,33.953903,13.34148000000035,33.0,b1c1,1179.0,3.6,80.0,3.6
0.016895171,1.0816904,1.0819156,31.19555849017863,29.459595,33.922104,13.341586666666748,34.0,b1c1,1179.0,3.6,80.0,3.6
0.016911024,1.0817184,1.0819073,31.23459042543857,29.37406,34.248459,13.425790000000172,35.0,b1c1,1179.0,3.6,80.0,3.6
0.016910369,1.0816765,1.0818235,31.17703952777779,29.410753,34.155346,13.425944999999777,36.0,b1c1,1179.0,3.6,80.0,3.6
0.016912961,1.0816363,1.0818033,31.191736043755697,29.277557,34.20961,13.425541666666684,37.0,b1c1,1179.0,3.6,80.0,3.6
0.016940473,1.0815654,1.081722,31.22800655175514,29.457203,34.094833,13.426200000000245,38.0,b1c1,1179.0,3.6,80.0,3.6
0.016946923,1.0816135,1.0817708,31.271295301971325,29.448704,34.010208,13.34153166666656,39.0,b1c1,1179.0,3.6,80.0,3.6
0.016952233,1.0816038,1.0817635,31.191166256913505,29.520357,33.995495,13.425961666666748,40.0,b1c1,1179.0,3.6,80.0,3.6
0.016949521,1.0816664,1.0818429,31.164766139555613,29.464182,34.014168,13.341638333333442,41.0,b1c1,1179.0,3.6,80.0,3.6
0.016895877,1.0816883,1.0818409,31.224820560688457,29.731627,34.013233,13.341494999999608,42.0,b1c1,1179.0,3.6,80.0,3.6
0.016905738,1.0816795,1.0818423,31.238675140414085,29.755728,33.943478,13.425850000000112,43.0,b1c1,1179.0,3.6,80.0,3.6
0.016932981,1.0817223,1.081903,31.259180281742395,29.705229,33.930916,13.425883333333577,44.0,b1c1,1179.0,3.6,80.0,3.6
0.016912622,1.0817709,1.0819272,31.28449066574329,29.654339,33.960567,13.425884999999834,45.0,b1c1,1179.0,3.6,80.0,3.6
0.016880551,1.08169,1.0817856,31.226266816163424,29.454004,34.086346,13.34145166666664,46.0,b1c1,1179.0,3.6,80.0,3.6
0.016879074,1.0816364,1.0818145,31.25448213035721,29.454102,34.068233,13.425543333333431,47.0,b1c1,1179.0,3.6,80.0,3.6
0.016909629,1.0817144,1.0818409,31.31911764637425,29.39904,34.234879,13.425786666666196,48.0,b1c1,1179.0,3.6,80.0,3.6
0.016876182,1.0816138,1.0818337,31.355046584699373,29.374508,34.234955,13.34118499999992,49.0,b1c1,1179.0,3.6,80.0,3.6
0.016904702,1.0816004,1.0817146,31.38417974090917,29.474007,34.193218,13.34124833333335,50.0,b1c1,1179.0,3.6,80.0,3.6
0.016857531,1.0816257,1.0816857,31.40515379360741,29.572584,34.46772,13.341170000000178,51.0,b1c1,1179.0,3.6,80.0,3.6
0.016901439,1.081517,1.0816711,31.36163125045712,29.534273,34.16391,13.341290000000056,52.0,b1c1,1179.0,3.6,80.0,3.6
0.016891509,1.0815251,1.0816325,31.402170050359786,29.593946,34.221481,13.425843333333129,53.0,b1c1,1179.0,3.6,80.0,3.6
0.016926216,1.0814641,1.0816261,31.39984653791257,29.580233,34.371372,13.341343333333498,54.0,b1c1,1179.0,3.6,80.0,3.6
0.016950607,1.081424,1.0815685,31.346141706148263,29.784666,34.206394,13.34170499999988,55.0,b1c1,1179.0,3.6,80.0,3.6
0.016979817,1.0814048,1.0815827,31.20297002511214,29.563534,34.070614,13.426034999999684,56.0,b1c1,1179.0,3.6,80.0,3.6
0.016967192,1.081444,1.0815943,31.15693874954793,29.522371,33.991791,13.341290000000056,57.0,b1c1,1179.0,3.6,80.0,3.6
0.01696337,1.0814956,1.0816603,31.17854760893344,29.461077,33.996372,13.341375000000214,58.0,b1c1,1179.0,3.6,80.0,3.6
0.016964218,1.0814593,1.0816344,31.13248260036663,29.383879,33.877354,13.341411666666682,59.0,b1c1,1179.0,3.6,80.0,3.6
0.016969085,1.0814712,1.0816207,31.15667933303085,29.451136,33.841465,13.425948333333263,60.0,b1c1,1179.0,3.6,80.0,3.6
0.016909301,1.0814768,1.0816126,31.203989215073506,29.586813,33.896496,13.341396666666451,61.0,b1c1,1179.0,3.6,80.0,3.6
0.016891815,1.0813814,1.0815406,31.14145740540543,29.418325,33.917793,13.341408333333677,62.0,b1c1,1179.0,3.6,80.0,3.6
0.016962446,1.0812911,1.0814815,31.25088740035747,29.5264,34.212688,13.426228333333468,63.0,b1c1,1179.0,3.6,80.0,3.6
0.016881498,1.0815022,1.0816796,31.608897734360845,29.91873,34.578899,13.425778333333437,64.0,b1c1,1179.0,3.6,80.0,3.6
0.016819354,1.0817006,1.0818805,31.87855310810813,30.194689,34.712265,13.425950000000013,65.0,b1c1,1179.0,3.6,80.0,3.6
0.016771834,1.0817672,1.0819483,31.981176979797976,30.28406,34.668377,13.341356666666494,66.0,b1c1,1179.0,3.6,80.0,3.6
0.016764179,1.0817751,1.0819383,31.88985458770352,30.222246,34.52602,13.341771666666318,67.0,b1c1,1179.0,3.6,80.0,3.6
0.016888466,1.0812594,1.0814322,31.327627487957237,29.377666,34.259228,13.425724999999996,68.0,b1c1,1179.0,3.6,80.0,3.6
0.016951364,1.0811957,1.0813652,31.29232508377892,29.393511,34.253555,13.341211666666885,69.0,b1c1,1179.0,3.6,80.0,3.6
0.016963629,1.0811174,1.0812522,31.258835086995443,29.404446,34.192181,13.341249999999611,70.0,b1c1,1179.0,3.6,80.0,3.6
0.016980968,1.0810953,1.081252,31.275820233636377,29.68821,34.292549,13.42593666666653,71.0,b1c1,1179.0,3.6,80.0,3.6
0.016992092,1.0811657,1.0813366,31.30609750044838,29.625105,34.197147,13.341274999999827,72.0,b1c1,1179.0,3.6,80.0,3.6
0.016982848,1.0811825,1.0813701,31.249872259225864,29.565302,34.052925,13.341623333333215,73.0,b1c1,1179.0,3.6,80.0,3.6
0.016965216,1.0811678,1.0813349,31.28820307065213,29.717154,34.072136,13.34143833333316,74.0,b1c1,1179.0,3.6,80.0,3.6
0.016950797,1.0811778,1.0813159,31.30729238342441,29.727781,34.064602,13.426041666666666,75.0,b1c1,1179.0,3.6,80.0,3.6
0.016937127,1.0811734,1.0813411,31.29272103954308,29.692469,34.008369,13.341328333333756,76.0,b1c1,1179.0,3.6,80.0,3.6
0.016937273,1.0811173,1.0812777,31.289667142595945,29.644388,34.022484,13.34137000000046,77.0,b1c1,1179.0,3.6,80.0,3.6
0.016918775,1.0810434,1.0812092,31.25665465008884,29.484774,33.969852,13.341356666666494,78.0,b1c1,1179.0,3.6,80.0,3.6
0.016924514,1.0810119,1.0811901,31.282395071301263,29.436567,34.077679,13.425688333333044,79.0,b1c1,1179.0,3.6,80.0,3.6
0.016882004,1.0809337,1.0811335,31.272047033717843,29.395624,34.034809,13.425800000000162,80.0,b1c1,1179.0,3.6,80.0,3.6
0.016927382,1.0808769,1.0810794,31.25614824175815,29.247826,34.14542,13.34132666666701,81.0,b1c1,1179.0,3.6,80.0,3.6
0.016954696,1.0808638,1.0810466,31.23035526985561,29.320133,34.149139,13.341178333333422,82.0,b1c1,1179.0,3.6,80.0,3.6
0.016951768,1.0808123,1.0809687,31.232248993619027,29.230637,34.183319,13.425575000000148,83.0,b1c1,1179.0,3.6,80.0,3.6
0.016952971,1.080748,1.0809135,31.20600691874421,29.309704,34.1488,13.425679999999314,84.0,b1c1,1179.0,3.6,80.0,3.6
0.016966693,1.0807338,1.0809121,31.211181404936028,29.306044,34.12175,13.341568333333514,85.0,b1c1,1179.0,3.6,80.0,3.6
0.016984336,1.0806992,1.0808662,31.182135271324857,29.428347,34.157173,13.341714999999386,86.0,b1c1,1179.0,3.6,80.0,3.6
0.017003521,1.0806944,1.0808834,31.2325196184562,29.480089,34.241608,13.341201666666894,87.0,b1c1,1179.0,3.6,80.0,3.6
0.017008573,1.080691,1.080853,31.180186619872355,29.607258,34.10812,13.341209999999652,88.0,b1c1,1179.0,3.6,80.0,3.6
0.017003899,1.0807706,1.0809195,31.181272538742096,29.496494,34.023392,13.341129999999731,89.0,b1c1,1179.0,3.6,80.0,3.6
0.016982157,1.0807741,1.0809104,31.19905274730218,29.611589,34.020374,13.341328333333756,90.0,b1c1,1179.0,3.6,80.0,3.6
0.017003784,1.0807695,1.0809323,31.13429900978652,29.469936,33.981033,13.341216666666636,91.0,b1c1,1179.0,3.6,80.0,3.6
0.016996834,1.0808209,1.0810022,31.15717133124994,29.502148,33.960358,13.34119499999991,92.0,b1c1,1179.0,3.6,80.0,3.6
0.016950423,1.0807389,1.0809057,31.169680884955763,29.427176,34.018948,13.341238333333362,93.0,b1c1,1179.0,3.6,80.0,3.6
0.016947499,1.0807458,1.0809215,31.208924124206693,29.552183,34.012394,13.341381666666711,94.0,b1c1,1179.0,3.6,80.0,3.6
0.016941568,1.0807278,1.0809017,31.209248749323773,29.380116,34.157173,13.341411666666197,95.0,b1c1,1179.0,3.6,80.0,3.6
0.01692787,1.0806499,1.0808159,31.203923065158484,29.319151,34.067059,13.34128666666608,96.0,b1c1,1179.0,3.6,80.0,3.6
0.01696872,1.0806093,1.0807959,31.238187341113203,29.33382,34.137272,13.341903333332931,97.0,b1c1,1179.0,3.6,80.0,3.6
0.016966604,1.0805007,1.0806749,31.232645904761974,29.395128,34.17424,13.34186500000069,98.0,b1c1,1179.0,3.6,80.0,3.6
0.016996525,1.0804464,1.0806487,31.191530845248835,29.413698,34.137924,13.341535000000537,99.0,b1c1,1179.0,3.6,80.0,3.6
0.01699684,1.0804451,1.0806297,31.189857242424225,29.427116,34.151352,13.341823333333014,100.0,b1c1,1179.0,3.6,80.0,3.6
0.017004933,1.0804007,1.0806502,31.209054291092706,29.391817,34.060535,13.34127833333332,101.0,b1c1,1179.0,3.6,80.0,3.6
